Reporting Account Short Number,Reporting Account Name,Reporting Account Indicator,Source Account Short Number,Source Account Name,As of Date,Security Number,Country of Risk Exposure Code,Country of Risk Exposure Name,Segment Description,Category Description,Sector Description,Industry Description,Security Description 1,Security Description 2,Custom,Account Base Currency,Exch Rate,Issue Currency,Traded Shares/Par,Amort Cost Base,Amort Cost Local,Price Base,Price Local,Market Value Base,Market Value Local,Net Income Receivable Base,Net Income Receivable Local,Market Value with Accrual Base,Coupon Rate,Maturity Date,Unrealized Market Gain/Loss Base,Unrealized Market Gain/Loss Local,Unrealized Currency Gain/Loss,Total Unrealized Gain/Loss,% of Market Value,ISIN,Sedol,Cusip,Ticker,Custody Account Number,Income Currency,Security Identifier,Underlying Security ID,FAS 157 Level,Capital Shares Receivable,Capital Shares Payable,Total Market Value w/ Cap Shares Rec/Pay
975690027,VERTEX LIQUID ALT FD PLUS,M,975690027,VERTEX LIQUID ALT FD PLUS,10/28/2019,EXPENSE              09006,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-5310.56,-5310.56,0,,-5310.56,-5310.56,0,0,-5310.56,0,,0,0,0,0,,,,,,,CAD,,,,170655.72,-48946.39,0
975690037,VERTEX CAD EQUITY ALPH FD,M,975590037,VERTEX CAD EQUITY ALPH FD,10/28/2019,CASH,CA,CANADA,CASH & TEMPORARY,CANADA,CANADA,CANADA,,,CASH,CAD,1,CAD,-11513,-11513,-11513,100,1,-11513,-11513,0,0,-11513,0,,0,0,0,0,,,,,,YVRF9003002,CAD,,,,,,0
975690037,VERTEX CAD EQUITY ALPH FD,M,975590037,VERTEX CAD EQUITY ALPH FD,10/28/2019,NC99VWSM9,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - POOLED FUNDS,EQUITIES - CANADA - POOLED FUNDS,VERTEX LIQUID ALT FD CL O,.,EQUITIES,CAD,1,CAD,15832.63,158846.24,158846.24,10.287,10.287,162870.22,162870.22,0,0,162870.22,0,,4023.98,4023.98,0,4023.98,,,,,,YVRF9003002,CAD,MF,,1,,,0
975690037,VERTEX CAD EQUITY ALPH FD,M,975590037,VERTEX CAD EQUITY ALPH FD,10/28/2019,Q18508344,CA,CANADA,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - CANADA,ALTERNATIVE INVESTMENTS - CANADA - SWAP,ALTERNATIVE INVESTMENTS - CANADA - SWAP,FWD R HS&P/TSX60 P CD01M,.,ALTERNATIVE INVESTMENTS,CAD,1,CAD,4477.71,0,0,36.250001,36.250001,162316.99,162316.99,0,0,162316.99,0,1/31/2024,162316.99,162316.99,0,162316.99,,,,,,YVRF9003002,CAD,,,2,,,0
975690037,VERTEX CAD EQUITY ALPH FD,M,975590037,VERTEX CAD EQUITY ALPH FD,10/28/2019,Q18508344            00001,CA,CANADA,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - CANADA,ALTERNATIVE INVESTMENTS - CANADA - SWAP,ALTERNATIVE INVESTMENTS - CANADA - SWAP,FWD R HS&P/TSX60 P CD01M,.,ALTERNATIVE INVESTMENTS,CAD,1,CAD,-150000.15,0,0,100,100,-150000.15,-150000.15,-255.37,-255.37,-150255.52,2.0550011,1/31/2024,-150000.15,-150000.15,0,-150000.15,,,,,,YVRF9003002,CAD,,,2,,,0
975690037,VERTEX CAD EQUITY ALPH FD,M,975690037,VERTEX CAD EQUITY ALPH FD,10/28/2019,EXPENSE              00106,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,MANAGEMENT EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,MGMT,,,0,0,0
975690037,VERTEX CAD EQUITY ALPH FD,M,975690037,VERTEX CAD EQUITY ALPH FD,10/28/2019,EXPENSE              00106,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,MANAGEMENT EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-1251.94,-1251.94,0,,-1251.94,-1251.94,0,0,-1251.94,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690037,VERTEX CAD EQUITY ALPH FD,M,975690037,VERTEX CAD EQUITY ALPH FD,10/28/2019,EXPENSE              03201,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,PERFORMANCE FEES CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690037,VERTEX CAD EQUITY ALPH FD,M,975690037,VERTEX CAD EQUITY ALPH FD,10/28/2019,EXPENSE              03201,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,PERFORMANCE FEES CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-0.07,-0.07,0,,-0.07,-0.07,0,0,-0.07,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690037,VERTEX CAD EQUITY ALPH FD,M,975690037,VERTEX CAD EQUITY ALPH FD,10/28/2019,EXPENSE              03203,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,PERFORMANCE FEES CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690037,VERTEX CAD EQUITY ALPH FD,M,975690037,VERTEX CAD EQUITY ALPH FD,10/28/2019,EXPENSE              03203,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,PERFORMANCE FEES CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-662.38,-662.38,0,,-662.38,-662.38,0,0,-662.38,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690037,VERTEX CAD EQUITY ALPH FD,M,975690037,VERTEX CAD EQUITY ALPH FD,10/28/2019,EXPENSE              09006,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,2,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,TAX,,,0,0,0
975690037,VERTEX CAD EQUITY ALPH FD,M,975690037,VERTEX CAD EQUITY ALPH FD,10/28/2019,EXPENSE              09006,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-89.23,-89.23,0,,-89.23,-89.23,0,0,-89.23,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690047,VERTEX US EQUITY ALPHA FD,M,975590047,VERTEX US EQUITY ALPHA FD,10/28/2019,CASH,CA,CANADA,CASH & TEMPORARY,CANADA,CANADA,CANADA,,,CASH,CAD,1,CAD,-80130.37,-80130.37,-80130.37,100,1,-80130.37,-80130.37,0,0,-80130.37,0,,0,0,0,0,,,,,,YVRF9004002,CAD,,,,,,0
975690047,VERTEX US EQUITY ALPHA FD,M,975590047,VERTEX US EQUITY ALPHA FD,10/28/2019,NC99VWSM9,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - POOLED FUNDS,EQUITIES - CANADA - POOLED FUNDS,VERTEX LIQUID ALT FD CL O,.,EQUITIES,CAD,1,CAD,15841.75,158988.05,158988.05,10.287,10.287,162964.03,162964.03,0,0,162964.03,0,,3975.98,3975.98,0,3975.98,,,,,,YVRF9004002,CAD,MF,,1,,,0
975690047,VERTEX US EQUITY ALPHA FD,M,975590047,VERTEX US EQUITY ALPHA FD,10/28/2019,NCBGLKMD3,CA,CANADA,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - MUTUAL FUND CORP & TRUST,EQUITIES - UNITED STATES - MUTUAL FUND CORP & TRUST,HORIZONS S&P 500 INDEX ETF,CL A UNIT NEW,EQUITIES,CAD,1,CAD,986,69117.55,69117.55,76.52,76.52,75448.72,75448.72,0,0,75448.72,0,,6331.17,6331.17,0,6331.17,,CA44051U2083,BGLKMD7,44051U208,,YVRF9004002,CAD,ETF,,1,,,0
975690047,VERTEX US EQUITY ALPHA FD,M,975590047,VERTEX US EQUITY ALPHA FD,10/28/2019,Q18963668,CA,CANADA,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - CANADA,ALTERNATIVE INVESTMENTS - CANADA - SWAP,ALTERNATIVE INVESTMENTS - CANADA - SWAP,RECV FWD R S&P500 P CDOR1,,ALTERNATIVE INVESTMENTS,CAD,1,CAD,1177.19,0,0,76.520004,76.520004,90078.66,90078.66,0,0,90078.66,0,1/31/2024,90078.66,90078.66,0,90078.66,,,,,,YVRF9004002,CAD,,,2,,,0
975690047,VERTEX US EQUITY ALPHA FD,M,975590047,VERTEX US EQUITY ALPHA FD,10/28/2019,Q18963668            00001,CA,CANADA,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - CANADA,ALTERNATIVE INVESTMENTS - CANADA - SWAP,ALTERNATIVE INVESTMENTS - CANADA - SWAP,PAYB FWD R S&P500 P CDOR1,,ALTERNATIVE INVESTMENTS,CAD,1,CAD,-82499.26,0,0,100,100,-82499.26,-82499.26,-154.01,-154.01,-82653.27,2.2549992,1/31/2024,-82499.26,-82499.26,0,-82499.26,,,,,,YVRF9004002,CAD,,,2,,,0
975690047,VERTEX US EQUITY ALPHA FD,M,975690047,VERTEX US EQUITY ALPHA FD,10/28/2019,EXPENSE              00106,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,MANAGEMENT EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,MGMT,,,0,0,0
975690047,VERTEX US EQUITY ALPHA FD,M,975690047,VERTEX US EQUITY ALPHA FD,10/28/2019,EXPENSE              00106,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,MANAGEMENT EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-1136.76,-1136.76,0,,-1136.76,-1136.76,0,0,-1136.76,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690047,VERTEX US EQUITY ALPHA FD,M,975690047,VERTEX US EQUITY ALPHA FD,10/28/2019,EXPENSE              03201,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,PERFORMANCE FEES CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690047,VERTEX US EQUITY ALPHA FD,M,975690047,VERTEX US EQUITY ALPHA FD,10/28/2019,EXPENSE              03201,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,PERFORMANCE FEES CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-0.04,-0.04,0,,-0.04,-0.04,0,0,-0.04,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690047,VERTEX US EQUITY ALPHA FD,M,975690047,VERTEX US EQUITY ALPHA FD,10/28/2019,EXPENSE              03203,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,PERFORMANCE FEES CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690047,VERTEX US EQUITY ALPHA FD,M,975690047,VERTEX US EQUITY ALPHA FD,10/28/2019,EXPENSE              03203,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,PERFORMANCE FEES CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-490.15,-490.15,0,,-490.15,-490.15,0,0,-490.15,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690047,VERTEX US EQUITY ALPHA FD,M,975690047,VERTEX US EQUITY ALPHA FD,10/28/2019,EXPENSE              09006,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,2,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,TAX,,,0,0,0
975690047,VERTEX US EQUITY ALPHA FD,M,975690047,VERTEX US EQUITY ALPHA FD,10/28/2019,EXPENSE              09006,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-81.32,-81.32,0,,-81.32,-81.32,0,0,-81.32,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690057,VERTEX BOND ALPHA FUND,M,975590057,VERTEX BOND ALPHA FUND,10/28/2019,CASH,CA,CANADA,CASH & TEMPORARY,CANADA,CANADA,CANADA,,,CASH,CAD,1,CAD,-3535196.11,-3535196.11,-3535196.11,100,1,-3535196.11,-3535196.11,0,0,-3535196.11,0,,0,0,0,0,,,,,,YVRF9005002,CAD,,,,,,0
975690057,VERTEX BOND ALPHA FUND,M,975590057,VERTEX BOND ALPHA FUND,10/28/2019,NC2947264,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - MUTUAL FUND CORP & TRUST,EQUITIES - CANADA - MUTUAL FUND CORP & TRUST,ISHARES CANADIAN UNIVERSE BOND,INDEX ETF,EQUITIES,CAD,1,CAD,247156,7920076.3,7920076.3,31.58,31.58,7805186.48,7805186.48,18289.54,18289.54,7823476.02,0,,-114889.82,-114889.82,0,-114889.82,,CA46430T1093,2947268,46430T109,XBB,YVRF9005002,CAD,ETF,,1,,,0
975690057,VERTEX BOND ALPHA FUND,M,975590057,VERTEX BOND ALPHA FUND,10/28/2019,NC99VWSM9,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - POOLED FUNDS,EQUITIES - CANADA - POOLED FUNDS,VERTEX LIQUID ALT FD CL O,.,EQUITIES,CAD,1,CAD,335062.01,3403726.02,3403726.02,10.287,10.287,3446782.9,3446782.9,0,0,3446782.9,0,,43056.88,43056.88,0,43056.88,,,,,,YVRF9005002,CAD,MF,,1,,,0
975690057,VERTEX BOND ALPHA FUND,M,975590057,VERTEX BOND ALPHA FUND,10/28/2019,NC99VYR46,CA,CANADA,CASH HELD ELSEWHERE,CASH HELD ELSEWHERE - OTHERS,CASH HELD ELSEWHERE - OTHERS,CASH HELD ELSEWHERE - OTHERS,CASH COLLATERAL HELD AT CIBC,,CASH,CAD,1,CAD,-2500,-2500,-2500,100,1,-2500,-2500,0,0,-2500,0,,0,0,0,0,,,,,,YVRF9005002,CAD,,,1,,,0
975690057,VERTEX BOND ALPHA FUND,M,975590057,VERTEX BOND ALPHA FUND,10/28/2019,Q18963669,CA,CANADA,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - CANADA,ALTERNATIVE INVESTMENTS - CANADA - SWAP,ALTERNATIVE INVESTMENTS - CANADA - SWAP,FWD R VLAFCO P CDOR1,,ALTERNATIVE INVESTMENTS,CAD,1,CAD,424517.03,0,0,10.287,10.287,4367006.72,4367006.72,0,0,4367006.72,0,1/31/2024,4367006.72,4367006.72,0,4367006.72,,,,,,YVRF9005002,CAD,,,2,,,0
975690057,VERTEX BOND ALPHA FUND,M,975590057,VERTEX BOND ALPHA FUND,10/28/2019,Q18963669            00001,CA,CANADA,ALTERNATIVE INVESTMENTS,ALTERNATIVE INVESTMENTS - CANADA,ALTERNATIVE INVESTMENTS - CANADA - SWAP,ALTERNATIVE INVESTMENTS - CANADA - SWAP,FWD R VLAFCO P CDOR1,,ALTERNATIVE INVESTMENTS,CAD,1,CAD,-4314153.43,0,0,100,100,-4314153.43,-4314153.43,-7869.04,-7869.04,-4322022.47,2.35499825,1/31/2024,-4314153.43,-4314153.43,0,-4314153.43,,,,,,YVRF9005002,CAD,,,2,,,0
975690057,VERTEX BOND ALPHA FUND,M,975590057,VERTEX BOND ALPHA FUND,10/28/2019,USD,US,UNITED STATES,CASH & TEMPORARY,CASH & TEMPORARY - U.S. CASH,CASH & TEMPORARY - U.S. CASH,CASH & TEMPORARY - U.S. CASH,US DOLLAR,,CASH & TEMPORARY,CAD,0.765902,USD,-7.29,-9.71,-7.29,0.765902,1,-9.52,-7.29,0,0,-9.52,0,,0,0,0.19,0.19,,,,,,YVRF9005002,USD,,,1,,,0
975690057,VERTEX BOND ALPHA FUND,M,975590157,VERTEX BOND ALPHA-PB,10/28/2019,CASH,CA,CANADA,CASH & TEMPORARY,CANADA,CANADA,CANADA,,,CASH,CAD,1,CAD,25270.72,25270.72,25270.72,100,1,25270.72,25270.72,0,0,25270.72,0,,0,0,0,0,,,,,,YVRF9005012,CAD,,,,,,0
975690057,VERTEX BOND ALPHA FUND,M,975590157,VERTEX BOND ALPHA-PB,10/28/2019,NC2947264,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - MUTUAL FUND CORP & TRUST,EQUITIES - CANADA - MUTUAL FUND CORP & TRUST,ISHARES CANADIAN UNIVERSE BOND,INDEX ETF,EQUITIES,CAD,1,CAD,437,14071.4,14071.4,31.58,31.58,13800.46,13800.46,32.34,32.34,13832.8,0,,-270.94,-270.94,0,-270.94,,CA46430T1093,2947268,46430T109,XBB,YVRF9005012,CAD,ETF,,1,,,0
975690057,VERTEX BOND ALPHA FUND,M,975590157,VERTEX BOND ALPHA-PB,10/28/2019,NC8003781,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - TEMPORARY,CASH & TEMPORARY - TEMPORARY - CANADIAN CASH SWEEP,CASH & TEMPORARY - TEMPORARY - CANADIAN CASH SWEEP,RATE ON-0.5%/YR @ CIBC MELLON,VAR RT,CASH & TEMPORARY,CAD,1,CAD,25.6,25.6,25.6,100,100,25.6,25.6,0,0,25.6,1.249999805,12/31/2049,0,0,0,0,,,,,,YVRF9005012,CAD,,,1,,,0
975690057,VERTEX BOND ALPHA FUND,M,975690057,VERTEX BOND ALPHA FUND,10/28/2019,EXPENSE              00106,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,MANAGEMENT EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,MGMT,,,0,0,0
975690057,VERTEX BOND ALPHA FUND,M,975690057,VERTEX BOND ALPHA FUND,10/28/2019,EXPENSE              00106,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,MANAGEMENT EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-6579.12,-6579.12,0,,-6579.12,-6579.12,0,0,-6579.12,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690057,VERTEX BOND ALPHA FUND,M,975690057,VERTEX BOND ALPHA FUND,10/28/2019,EXPENSE              03203,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,PERFORMANCE FEES CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690057,VERTEX BOND ALPHA FUND,M,975690057,VERTEX BOND ALPHA FUND,10/28/2019,EXPENSE              03203,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,PERFORMANCE FEES CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-138.5,-138.5,0,,-138.5,-138.5,0,0,-138.5,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975690057,VERTEX BOND ALPHA FUND,M,975690057,VERTEX BOND ALPHA FUND,10/28/2019,EXPENSE              09006,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,TAX,,,0,0,0
975690057,VERTEX BOND ALPHA FUND,M,975690057,VERTEX BOND ALPHA FUND,10/28/2019,EXPENSE              09006,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-335.62,-335.62,0,,-335.62,-335.62,0,0,-335.62,0,,0,0,0,0,,,,,,,CAD,,,,0,0,0
975640017,VERTEX ENHNCD INC FD,M,975540017,VERTEX ENHNCD INC FD-VER,10/28/2019,CCTCAD,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CANADIAN DOLLAR,,PENDING FOREIGN EXCHANGE RECEIVABLES,CAD,1,,11730957.88,11730957.88,11730957.88,1,,11730957.88,11730957.88,0,0,11730957.88,0,,0,0,0,0,,,,,,YVRF4001002,,,,2,,,0
975640017,VERTEX ENHNCD INC FD,M,975540017,VERTEX ENHNCD INC FD-VER,10/28/2019,CCTCAD,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CANADIAN DOLLAR,,PENDING FOREIGN EXCHANGE PAYABLES,CAD,1,,-8866200,-11730957.88,-8866200,1,,-11575719.58,-8866200,0,0,-11575719.58,0,,0,0,155238.3,155238.3,,,,,,YVRF4001002,,,,2,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,CCTCAD,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CANADIAN DOLLAR,,PENDING FOREIGN EXCHANGE RECEIVABLES,CAD,1,,1634962.63,1634962.63,1634962.63,1,,1634962.63,1634962.63,0,0,1634962.63,0,,0,0,0,0,,,,,,YVRF5001002,,,,2,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,CCTCAD,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CANADIAN DOLLAR,,PENDING FOREIGN EXCHANGE PAYABLES,CAD,1,,-1250000,-1634962.63,-1250000,1,,-1631983.75,-1250000,0,0,-1631983.75,0,,0,0,2978.88,2978.88,,,,,,YVRF5001002,,,,2,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,CCTCAD,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CANADIAN DOLLAR,,PENDING FOREIGN EXCHANGE RECEIVABLES,CAD,1,,4000000,4000000,4000000,1,,4000000,4000000,0,0,4000000,0,,0,0,0,0,,,,,,YVRF9001002,,,,2,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,CCTCAD,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CANADIAN DOLLAR,,PENDING FOREIGN EXCHANGE PAYABLES,CAD,1,,-2998595.61,-4000000,-2998595.61,1,,-3914486.65,-2998595.61,0,0,-3914486.65,0,,0,0,85513.35,85513.35,,,,,,YVRF9001002,,,,2,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,CCTCAD,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CANADIAN DOLLAR,,PENDING FOREIGN EXCHANGE RECEIVABLES,CAD,1,,3000000,3000000,3000000,1,,3000000,3000000,0,0,3000000,0,,0,0,0,0,,,,,,YVRF9001002,,,,2,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,CCTCAD,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CANADIAN DOLLAR,,PENDING FOREIGN EXCHANGE PAYABLES,CAD,1,,-2281615.2,-3000000,-2281615.2,1,,-2978511.75,-2281615.2,0,0,-2978511.75,0,,0,0,21488.25,21488.25,,,,,,YVRF9001002,,,,2,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,CCTCAD,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CANADIAN DOLLAR,,PENDING FOREIGN EXCHANGE RECEIVABLES,CAD,1,,3000000,3000000,3000000,1,,3000000,3000000,0,0,3000000,0,,0,0,0,0,,,,,,YVRF9001002,,,,2,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,CCTCAD,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CANADIAN DOLLAR,,PENDING FOREIGN EXCHANGE PAYABLES,CAD,1,,-2266375.07,-3000000,-2266375.07,1,,-2958616.67,-2266375.07,0,0,-2958616.67,0,,0,0,41383.33,41383.33,,,,,,YVRF9001002,,,,2,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,CCTCAD,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CANADIAN DOLLAR,,PENDING FOREIGN EXCHANGE RECEIVABLES,CAD,1,,64800000,64800000,64800000,1,,64800000,64800000,0,0,64800000,0,,0,0,0,0,,,,,,YVRF9001002,,,,2,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,CCTCAD,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CANADIAN DOLLAR,,PENDING FOREIGN EXCHANGE PAYABLES,CAD,1,,-48976445.2,-64800000,-48976445.2,1,,-63929296.82,-48976445.2,0,0,-63929296.82,0,,0,0,870703.18,870703.18,,,,,,YVRF9001002,,,,2,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,CCTCAD,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CANADIAN DOLLAR,,PENDING FOREIGN EXCHANGE RECEIVABLES,CAD,1,,3000000,3000000,3000000,1,,3000000,3000000,0,0,3000000,0,,0,0,0,0,,,,,,YVRF9001002,,,,2,,,0
975690017,VERTEX LIQUID ALTERN FUND,M,975590017,VERTEX LIQUID ALTERN FUND,10/28/2019,CCTCAD,CA,CANADA,CASH & TEMPORARY,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CASH & TEMPORARY - CANADA CASH,CANADIAN DOLLAR,,PENDING FOREIGN EXCHANGE PAYABLES,CAD,1,,-2268578.52,-3000000,-2268578.52,1,,-2961191.43,-2268578.52,0,0,-2961191.43,0,,0,0,38808.57,38808.57,,,,,,YVRF9001002,,,,2,,,0
